geneID,gene.width,intron_width,recombination,POE
LOC102656683,2848,633,NA,FALSE
LOC102656685,1032,330,2.19,TRUE
LOC102656690,7347,6253,NA,FALSE
LOC102656697,4016,264,NA,FALSE
LOC102656698,3408,121,NA,FALSE
LOC102656705,3527,1271,NA,FALSE
LOC102656707,1102,403,NA,FALSE
LOC102656709,1053,805,NA,FALSE
LOC102656712,9742,9277,NA,FALSE
LOC102656717,7687,1631,NA,FALSE
LOC102656719,1356,705,10.35,FALSE
LOC102656720,1415,652,NA,FALSE
LOC102656723,3001,364,NA,FALSE
LOC102656724,2531,696,NA,FALSE
LOC102656725,595,155,9.51,FALSE
LOC102656729,1769,246,NA,FALSE
LOC102656730,2268,820,21.81,FALSE
LOC102656732,1351,198,29.06,FALSE
LOC102656733,1161,NA,6.51,FALSE
LOC102656737,5716,3987,NA,FALSE
LOC102656738,12837,10259,2.31,FALSE
LOC102656745,20160,16415,NA,FALSE
LOC102656747,1141,86,27.91,FALSE
LOC102656748,2324,253,NA,FALSE
LOC102656752,1879,1562,NA,FALSE
LOC102656753,5938,412,NA,FALSE
LOC102656757,2645,1655,48.33,FALSE
LOC102656758,923,357,12.07,FALSE
LOC102656759,1869,922,NA,FALSE
LOC102656765,11299,2221,NA,FALSE
LOC102656766,3744,NA,11.35,FALSE
LOC102656773,1097,145,NA,FALSE
LOC102656779,2174,636,18.14,FALSE
LOC102656780,1797,488,NA,FALSE
LOC102656786,4809,269,NA,FALSE
LOC102656787,1308,959,NA,FALSE
LOC102656788,1948,867,NA,FALSE
LOC102656792,2409,1497,12.31,FALSE
LOC102656796,6094,2204,0,FALSE
LOC102656798,1062,159,NA,FALSE
LOC102656805,2280,725,19.38,FALSE
LOC102656808,4096,73,NA,FALSE
LOC102656812,9650,7934,6.86,FALSE
LOC102656814,5818,4109,NA,FALSE
LOC102656816,3587,1993,NA,FALSE
LOC102656818,3486,2823,NA,FALSE
LOC102656821,659,160,4.64,FALSE
LOC102656822,46892,40344,34.305,TRUE
LOC102656824,3019,1005,40.19,FALSE
LOC102656828,4350,1110,NA,FALSE
LOC102656830,1759,145,23.39,FALSE
LOC102656835,3898,1181,NA,FALSE
LOC102656838,5265,3492,19.68,FALSE
LOC102656841,5270,3669,22.06,FALSE
LOC102656842,2006,313,NA,FALSE
LOC102656846,2121,481,20.84,FALSE
LOC102656849,41845,40612,NA,FALSE
LOC102656852,13514,5194,NA,FALSE
LOC102656855,991,120,NA,FALSE
LOC102656856,1655,1020,NA,FALSE
LOC102656859,5472,1823,NA,FALSE
LOC102656862,19250,17069,NA,FALSE
LOC102656864,8635,7580,NA,FALSE
LOC102656871,6291,81,NA,FALSE
LOC102656875,1746,204,NA,FALSE
LOC102656876,2044,316,NA,FALSE
LOC102656882,1736,NA,19.7,FALSE
LOC102656885,67933,62732,25.72,FALSE
LOC102656890,2878,2105,13.36,FALSE
LOC102656893,1777,220,7.24,FALSE
LOC102656896,2729,1758,NA,FALSE
LOC102656901,1052,643,NA,FALSE
LOC102656903,3234,1683,NA,FALSE
LOC102656904,2892,1205,9.44,FALSE
LOC102656905,1930,366,33.25,FALSE
LOC102656907,2967,1254,19.84,FALSE
LOC102656909,2276,464,NA,FALSE
LOC102656910,3837,806,NA,FALSE
LOC102656914,928,NA,0,FALSE
LOC102656919,2907,736,NA,FALSE
LOC102656923,6553,5493,NA,FALSE
LOC102656927,673,129,NA,FALSE
LOC102656931,2997,1292,NA,FALSE
LOC102656934,3203,483,43.53,FALSE
LOC102656936,7592,5518,NA,FALSE
LOC104794314,97,NA,NA,FALSE
LOC104794315,79,NA,NA,FALSE
LOC104794316,69,NA,NA,FALSE
LOC104794317,87,NA,NA,FALSE
LOC104794318,88,NA,NA,FALSE
LOC104794335,86,NA,NA,FALSE
LOC104794336,78,NA,NA,FALSE
LOC104794337,78,NA,NA,FALSE
LOC104794338,70,NA,NA,FALSE
LOC104794339,73,NA,NA,FALSE
LOC104794340,77,NA,NA,FALSE
LOC104794341,77,NA,NA,FALSE
LOC104794342,81,NA,NA,FALSE
LOC104794343,74,NA,NA,FALSE
LOC104794344,94,NA,NA,FALSE
LOC104794345,80,NA,NA,FALSE
LOC104794346,75,NA,NA,FALSE
LOC104794347,87,NA,NA,FALSE
LOC104794348,88,NA,NA,FALSE
LOC104794349,74,NA,NA,FALSE
LOC104794350,76,NA,NA,FALSE
LOC104794351,65,NA,NA,FALSE
LOC104794352,70,NA,NA,FALSE
LOC104794353,78,NA,NA,FALSE
LOC104794354,79,NA,NA,FALSE
LOC104794355,72,NA,NA,FALSE
LOC104794356,75,NA,NA,FALSE
LOC104794357,77,NA,NA,FALSE
LOC104796157,89,NA,NA,FALSE
LOC104796158,93,NA,NA,FALSE
LOC104796159,84,NA,NA,FALSE
LOC104796160,82,NA,NA,FALSE
LOC104796161,76,NA,NA,FALSE
LOC104796162,77,NA,NA,FALSE
LOC104796163,81,NA,NA,FALSE
LOC104796164,93,NA,NA,FALSE
LOC104796165,80,NA,NA,FALSE
LOC104796166,81,NA,NA,FALSE
LOC104796167,80,NA,NA,FALSE
LOC104796168,93,NA,NA,FALSE
LOC104796169,74,NA,NA,FALSE
LOC104796170,84,NA,NA,FALSE
LOC104796171,80,NA,NA,FALSE
LOC104796172,87,NA,NA,FALSE
LOC104796173,77,NA,NA,FALSE
LOC104796174,78,NA,NA,FALSE
LOC104796175,72,NA,NA,FALSE
LOC104796176,80,NA,NA,FALSE
LOC104796178,85,NA,NA,FALSE
LOC104796179,88,NA,NA,FALSE
LOC104796199,74,NA,NA,FALSE
LOC104796348,80,NA,NA,FALSE
LOC104796349,84,NA,NA,FALSE
LOC104796350,84,NA,NA,FALSE
LOC104796630,85,NA,NA,FALSE
LOC104796631,93,NA,NA,FALSE
LOC104796632,75,NA,NA,FALSE
LOC104796633,75,NA,NA,FALSE
LOC104796634,77,NA,NA,FALSE
LOC104796773,67,NA,NA,FALSE
LOC104796774,162,NA,NA,FALSE
LOC104796780,87,NA,NA,FALSE
LOC104796781,78,NA,NA,FALSE
LOC104796782,84,NA,NA,FALSE
LOC104796784,77,NA,NA,FALSE
LOC104796785,83,NA,NA,FALSE
LOC104796786,77,NA,NA,FALSE
LOC104797380,90,NA,NA,FALSE
LOC104797381,81,NA,NA,FALSE
LOC104797382,74,NA,NA,FALSE
LOC104797383,94,NA,NA,FALSE
LOC104797384,72,NA,NA,FALSE
LOC104797385,79,NA,NA,FALSE
LOC104797386,80,NA,NA,FALSE
LOC104797387,74,NA,NA,FALSE
LOC104797388,69,NA,NA,FALSE
LOC104797395,77,NA,NA,FALSE
LOC104797443,87,NA,NA,FALSE
LOC104797444,81,NA,NA,FALSE
LOC107963960,2467,878,19.51,FALSE
LOC107963961,2725,89,22.41,FALSE
LOC107963962,1762,795,7.09,FALSE
LOC107963964,3607,1559,19.08,FALSE
LOC107963965,905,92,37.39,FALSE
LOC107963966,2315,721,20.56,FALSE
LOC107963967,400,95,23.42,FALSE
LOC107963968,3064,1700,10.68,FALSE
LOC107963969,2505,269,42.5,FALSE
LOC107963970,2767,1456,39.14,FALSE
LOC107963971,2448,222,29.4,FALSE
LOC107963972,676,153,10.91,FALSE
LOC107963973,1866,NA,25.1,FALSE
LOC107963974,4883,3639,12.495,FALSE
LOC107963975,1255,430,1.89,FALSE
LOC107963976,8063,1460,NA,FALSE
LOC107963977,2863,964,NA,FALSE
LOC107963979,2821,521,6.37,FALSE
LOC107963981,2069,671,NA,FALSE
LOC107963982,41148,37462,25.64,TRUE
LOC107963983,3368,564,25.09,FALSE
LOC107963984,10652,4020,12.97,FALSE
LOC107963986,6155,616,20.96333333,FALSE
LOC107963988,3819,1950,NA,FALSE
LOC107963989,2224,974,11.43,FALSE
LOC107963990,11371,1845,30.14,FALSE
LOC107963991,6264,2504,6.78,FALSE
LOC107963993,23799,19845,23.45,FALSE
LOC107963995,3979,1314,21.83,FALSE
LOC107963996,1315,NA,5.35,FALSE
LOC107963997,2438,485,NA,FALSE
LOC107963998,3137,1848,NA,FALSE
LOC107963999,1677,218,23.19,FALSE
LOC107964001,6678,2467,NA,FALSE
LOC107964003,949,81,69.22,FALSE
LOC107964006,1861,286,12.69,FALSE
LOC107964008,18234,17452,NA,FALSE
LOC107964010,7095,4447,NA,FALSE
LOC107964011,19286,11310,NA,FALSE
LOC107964012,443,NA,17.12,FALSE
LOC107964013,25953,25288,NA,TRUE
LOC107964014,6615,2860,26.58,FALSE
LOC107964015,1641,237,NA,FALSE
LOC107964018,3250,797,36,FALSE
LOC107964020,17080,12241,23.47,FALSE
LOC107964022,33805,29328,2.21,FALSE
LOC107964024,9056,6543,33.51,FALSE
LOC107964025,19269,14966,6.41,FALSE
LOC107964028,3118,75,NA,FALSE
LOC107964030,4633,2111,NA,FALSE
LOC107964035,1863,1027,NA,FALSE
LOC107964038,3715,1942,NA,FALSE
LOC107964039,2313,NA,14.17,FALSE
LOC107964040,1706,220,NA,FALSE
LOC107964042,1255,610,NA,FALSE
LOC107964043,1257,170,NA,FALSE
LOC107964045,1720,85,NA,FALSE
LOC107964046,2198,667,NA,FALSE
LOC107964054,4787,3107,NA,FALSE
LOC107964060,1940,1490,NA,FALSE
LOC107964061,33865,31101,10.285,FALSE
LOC107964063,946,238,NA,FALSE
LOC107964068,1454,353,NA,FALSE
LOC107964069,81652,77575,16.08,FALSE
LOC107964072,6677,1639,NA,FALSE
LOC107964080,6867,137,NA,FALSE
LOC107964083,3477,751,NA,FALSE
LOC107964086,4674,103,NA,FALSE
LOC107964089,3552,2257,7.86,FALSE
LOC107964093,10411,6536,NA,FALSE
LOC107964096,839,79,NA,FALSE
LOC107964103,6931,2397,NA,FALSE
LOC107964104,1465,996,NA,FALSE
LOC107964114,798,414,NA,FALSE
LOC107964132,3673,1532,39.3,FALSE
LOC107964133,692,139,19.88,FALSE
LOC107964134,684,215,12.2,FALSE
LOC107964138,4617,815,NA,TRUE
LOC107964140,323,64,NA,FALSE
LOC107964152,427,101,NA,FALSE
LOC107964154,3312,965,NA,FALSE
LOC107964158,2224,227,NA,FALSE
LOC107964165,1517,797,NA,FALSE
LOC107964173,690,133,NA,FALSE
LOC107964175,1727,162,NA,FALSE
LOC107964181,37351,36389,NA,TRUE
LOC107964183,3859,467,NA,FALSE
LOC107964187,2429,235,NA,FALSE
LOC107964189,7461,NA,21.19,FALSE
LOC107964193,16343,11572,NA,FALSE
LOC107964196,19193,14672,NA,FALSE
LOC107964197,1747,212,NA,FALSE
LOC107964202,4224,495,NA,FALSE
LOC107964204,6495,2202,NA,FALSE
LOC107964206,15462,11078,17.34,FALSE
LOC107964211,1433,617,NA,FALSE
LOC107964212,6124,3118,20.51,FALSE
LOC107964213,4754,3012,31.38,FALSE
LOC107964214,2195,756,NA,FALSE
LOC107964218,9824,6111,NA,FALSE
LOC107964219,771,124,NA,FALSE
LOC107964221,11378,8782,NA,FALSE
LOC107964222,827,415,NA,FALSE
LOC107964224,1844,405,NA,FALSE
LOC107964225,427,77,NA,FALSE
LOC107964232,603,135,NA,FALSE
LOC107964233,1713,215,NA,FALSE
LOC107964235,1898,1293,NA,FALSE
LOC107964236,1076,NA,24.23,FALSE
LOC107964237,815,70,NA,FALSE
LOC107964258,1948,184,26.36,FALSE
LOC107964260,721,68,43.48,FALSE
LOC107964262,2935,1697,17.09,FALSE
LOC107964264,3545,187,NA,FALSE
LOC107964265,3835,1935,NA,FALSE
LOC107964268,31702,26587,NA,FALSE
LOC107964271,4609,109,NA,FALSE
LOC107964272,1035,644,NA,FALSE
LOC107964275,1581,358,26.28,FALSE
LOC107964278,1765,491,NA,FALSE
LOC107964281,1021,186,NA,FALSE
LOC107964283,593,165,NA,FALSE
LOC107964284,13728,5042,28.61,FALSE
LOC107964288,1420,215,NA,FALSE
LOC107964289,2771,205,NA,FALSE
LOC107964291,3248,1562,NA,FALSE
LOC107964300,25244,21798,NA,FALSE
LOC107964304,1019,NA,31.98,FALSE
LOC107964305,3016,78,NA,FALSE
LOC107964308,1533,555,NA,FALSE
LOC107964312,1668,470,NA,FALSE
LOC107964313,3299,3093,NA,FALSE
LOC107964314,2805,566,NA,FALSE
LOC107964315,3014,2587,NA,FALSE
LOC107964317,17974,15943,NA,FALSE
LOC107964319,6537,522,33.68,FALSE
LOC107964323,1162,216,NA,FALSE
LOC107964328,3150,410,43.38,FALSE
LOC107964329,615,113,43.49,FALSE
LOC107964334,19479,18858,NA,FALSE
LOC107964335,4058,212,30.31,FALSE
LOC107964337,3258,2790,NA,FALSE
LOC107964338,1408,213,21.18,FALSE
LOC107964339,1797,927,21.07,FALSE
LOC107964341,5338,2447,NA,FALSE
LOC107964343,6703,1771,31.68,FALSE
LOC107964344,1590,581,NA,FALSE
LOC107964349,2369,NA,34.3,FALSE
LOC107964350,2175,1256,7.21,FALSE
LOC107964351,1991,1046,16.97,FALSE
LOC107964352,1622,135,NA,FALSE
LOC107964357,2307,651,NA,FALSE
LOC107964360,8256,1461,NA,FALSE
LOC107964398,2080,1118,33.11,FALSE
LOC107964400,4597,944,39.3,FALSE
LOC107964403,1390,282,10.49,FALSE
LOC107964404,10427,8259,0.193333333,FALSE
LOC107964405,871,68,8.27,FALSE
LOC107964408,6066,258,NA,FALSE
LOC107964412,1687,277,8.49,FALSE
LOC107964413,3138,2221,NA,FALSE
LOC107964414,666,439,NA,FALSE
LOC107964417,1725,1013,14.14,FALSE
LOC107964419,17661,11939,33.4675,FALSE
LOC107964422,45746,41615,NA,FALSE
LOC107964423,1066,328,NA,FALSE
LOC107964428,15758,13125,NA,FALSE
LOC107964432,1642,95,NA,FALSE
LOC107964433,7106,534,NA,FALSE
LOC107964436,837,362,36.58,FALSE
LOC107964437,937,201,36.82,FALSE
LOC107964438,1429,76,NA,FALSE
LOC107964442,2491,1069,NA,FALSE
LOC107964458,1630,365,NA,FALSE
LOC107964460,2006,861,NA,FALSE
LOC107964461,2681,279,NA,FALSE
LOC107964462,425,111,NA,FALSE
LOC107964465,3719,242,NA,FALSE
LOC107964467,3735,1674,NA,FALSE
LOC107964473,2049,703,NA,FALSE
LOC107964483,7607,6315,NA,FALSE
LOC107964488,2767,83,NA,FALSE
LOC107964493,3468,NA,18.87,FALSE
LOC107964495,2360,92,NA,FALSE
LOC107964499,4587,407,NA,FALSE
LOC107964500,1100,524,NA,FALSE
LOC107964502,573,107,4.76,FALSE
LOC107964507,787,255,7.39,FALSE
LOC107964510,8935,2111,NA,TRUE
LOC107964511,4570,1148,NA,FALSE
LOC107964512,454,69,NA,FALSE
LOC107964513,1897,122,NA,TRUE
LOC107964516,3847,778,16.31,FALSE
LOC107964518,2971,609,NA,FALSE
LOC107964525,1882,768,26.14,FALSE
LOC107964531,2611,582,0.81,FALSE
LOC107964543,1467,331,NA,FALSE
LOC107964545,14224,13397,NA,TRUE
LOC107964568,583,178,NA,FALSE
LOC107964569,5038,191,NA,TRUE
LOC107964573,4806,2481,NA,FALSE
LOC107964575,808,224,NA,FALSE
LOC107964581,1686,796,NA,FALSE
LOC107964582,4316,3331,NA,TRUE
LOC107964583,4058,3147,NA,FALSE
LOC107964584,1654,950,NA,FALSE
LOC107964589,34725,29166,19.62,FALSE
LOC107964590,3149,2437,5.23,FALSE
LOC107964592,3780,321,NA,FALSE
LOC107964593,7951,6211,NA,FALSE
LOC107964594,13206,8792,NA,FALSE
LOC107964596,1538,334,NA,FALSE
LOC107964597,1551,262,NA,FALSE
LOC107964598,1313,466,NA,FALSE
LOC107964600,636,NA,14.56,FALSE
LOC107964601,1389,235,NA,FALSE
LOC107964603,4788,1018,NA,FALSE
LOC107964608,3902,1973,NA,FALSE
LOC107964610,6969,288,NA,FALSE
LOC107964618,1357,721,NA,FALSE
LOC107964619,8234,7606,NA,FALSE
LOC107964622,1031,478,NA,FALSE
LOC107964623,2533,726,NA,FALSE
LOC107964624,803,347,NA,FALSE
LOC107964629,1255,267,NA,FALSE
LOC107964630,1065,394,NA,FALSE
LOC107964632,1197,250,NA,FALSE
LOC107964633,3956,1087,1.93,FALSE
LOC107964634,769,425,NA,FALSE
LOC107964635,2516,805,NA,TRUE
LOC107964640,1542,104,3.9,FALSE
LOC107964644,1166,77,NA,FALSE
LOC107964645,2219,844,NA,FALSE
LOC107964649,1089,413,NA,FALSE
LOC107964651,1475,398,NA,FALSE
LOC107964652,404,107,NA,FALSE
LOC107964653,1223,337,7.69,FALSE
LOC107964659,8461,5303,NA,FALSE
LOC107964660,27213,25630,NA,TRUE
LOC107964661,11467,10751,NA,FALSE
LOC107964668,1271,314,NA,FALSE
LOC107964671,23581,20088,14.9,TRUE
LOC107964672,4455,157,NA,FALSE
LOC107964673,3154,1235,0,FALSE
LOC107964676,3272,1342,NA,FALSE
LOC107964680,1725,407,21.1,FALSE
LOC107964682,839,231,NA,FALSE
LOC107964686,3157,300,NA,TRUE
LOC107964702,19078,17037,1.89,FALSE
LOC107964703,3701,2759,0,FALSE
LOC107964711,1842,104,NA,FALSE
LOC107964720,862,100,NA,FALSE
LOC107964724,3169,141,NA,FALSE
LOC107964726,88102,87429,NA,FALSE
LOC107964728,10442,6915,NA,FALSE
LOC107964730,51681,51033,42,FALSE
LOC107964732,855,252,35.04,FALSE
LOC107964737,2762,95,NA,FALSE
LOC107964742,3052,1255,NA,FALSE
LOC107964743,727,319,NA,FALSE
LOC107964744,1775,436,NA,FALSE
LOC107964750,3480,1162,NA,FALSE
LOC107964751,1317,451,NA,FALSE
LOC107964757,685,117,NA,FALSE
LOC107964760,2053,1295,NA,FALSE
LOC107964762,3321,NA,4.85,FALSE
LOC107964764,1438,344,22.27,FALSE
LOC107964765,2219,NA,10.62,FALSE
LOC107964766,717,72,NA,FALSE
LOC107964769,3438,2484,1.01,FALSE
LOC107964771,4494,3776,NA,FALSE
LOC107964773,5350,4704,NA,FALSE
LOC107964774,899,215,7.81,FALSE
LOC107964775,923,226,NA,FALSE
LOC107964776,2705,706,NA,FALSE
LOC107964778,4144,3319,NA,TRUE
LOC107964791,5721,479,17.68,FALSE
LOC107964792,911,328,5.27,FALSE
LOC107964793,8475,3385,NA,FALSE
LOC107964797,2057,1431,NA,FALSE
LOC107964798,1860,183,NA,FALSE
LOC107964799,2060,1582,NA,FALSE
LOC107964805,18744,18055,17.55,FALSE
LOC107964813,7578,7098,NA,FALSE
LOC107964814,1384,97,NA,FALSE
LOC107964817,31789,27376,NA,FALSE
LOC107964818,5329,4299,NA,FALSE
LOC107964819,3053,2436,NA,FALSE
LOC107964820,5696,2425,NA,FALSE
LOC107964821,7085,6267,NA,FALSE
LOC107964825,15799,15461,NA,FALSE
LOC107964828,2369,1512,23.93,FALSE
LOC107964835,1676,192,24.91,FALSE
LOC107964838,2420,1175,28.39,FALSE
LOC107964839,6478,1346,12.57666667,FALSE
LOC107964843,11828,10750,NA,FALSE
LOC107964845,4098,307,15.13,FALSE
LOC107964850,1972,499,NA,FALSE
LOC107964857,2315,1298,NA,FALSE
LOC107964859,4341,1015,NA,FALSE
LOC107964861,779,231,NA,FALSE
LOC107964864,1174,130,25.09,FALSE
LOC107964868,3077,85,NA,TRUE
LOC107964872,3635,264,NA,FALSE
LOC107964874,6361,459,NA,FALSE
LOC107964876,1166,367,8.21,FALSE
LOC107964878,6534,1537,NA,FALSE
LOC107964879,9033,290,NA,FALSE
LOC107964882,4776,2773,NA,FALSE
LOC107964884,15944,14402,8.72,FALSE
LOC107964885,1671,253,NA,FALSE
LOC107964890,2842,111,NA,FALSE
LOC107964891,1023,200,15.655,FALSE
LOC107964894,443,119,NA,FALSE
LOC107964896,747,217,NA,FALSE
LOC107964899,5297,4161,NA,FALSE
LOC107964901,1017,327,10.78,FALSE
LOC107964902,1290,282,NA,FALSE
LOC107964903,1432,363,8.13,FALSE
LOC107964905,776,79,NA,FALSE
LOC107964906,2166,275,NA,FALSE
LOC107964909,5856,5132,NA,FALSE
LOC107964911,8484,7349,21.94,FALSE
LOC107964914,5303,1107,NA,FALSE
LOC107964934,1823,64,24.36,FALSE
LOC107964937,7424,1331,0,FALSE
LOC107964939,2474,75,NA,FALSE
LOC107964944,4502,2355,21.7,FALSE
LOC107964950,67785,65315,15.11,FALSE
LOC107964955,1593,453,NA,FALSE
LOC107964958,68457,62118,0,FALSE
LOC107964959,16494,4288,NA,FALSE
LOC107964964,1907,1088,38.78,FALSE
LOC107964968,17342,5606,NA,FALSE
LOC107964972,17309,16281,NA,FALSE
LOC107964975,604,101,22.57,FALSE
LOC107964976,338,84,NA,FALSE
LOC107964977,3880,1778,NA,FALSE
LOC107964981,1246,100,34.97,FALSE
LOC107964982,3131,560,33.09,FALSE
LOC107964984,2813,1410,NA,FALSE
LOC107964990,6087,4932,NA,FALSE
LOC107964994,1550,201,60.99,FALSE
LOC107964997,5611,4479,17.21,FALSE
LOC107964998,3313,1026,21.97,FALSE
LOC107965000,8917,7658,39.92,FALSE
LOC107965005,1132,570,16.78,FALSE
LOC107965006,398,251,NA,FALSE
LOC107965007,1961,318,NA,FALSE
LOC107965011,2206,562,61.4,FALSE
LOC107965021,472,86,0,FALSE
LOC107965022,4820,840,21.09,FALSE
LOC107965025,948,75,NA,FALSE
LOC107965032,1424,260,NA,FALSE
LOC107965033,8354,2300,NA,FALSE
LOC107965034,351,166,NA,FALSE
LOC107965036,4283,2308,NA,FALSE
LOC107965037,22147,16259,11.344,FALSE
LOC107965038,4696,2227,13.81,FALSE
LOC107965039,3834,2983,NA,FALSE
LOC107965041,43454,37262,13.642,FALSE
LOC107965042,1708,749,NA,FALSE
LOC107965043,1383,74,NA,TRUE
LOC107965045,671,194,25.74,FALSE
LOC107965047,2013,81,NA,FALSE
LOC107965048,4625,4365,NA,FALSE
LOC107965050,1857,288,NA,FALSE
LOC107965051,1126,86,NA,FALSE
LOC107965055,3620,NA,31.94,FALSE
LOC107965056,3637,3347,NA,FALSE
LOC107965062,72935,70475,NA,FALSE
LOC107965063,4658,245,NA,FALSE
LOC107965070,1472,200,26.36,TRUE
LOC107965072,37568,34391,9.774,FALSE
LOC107965073,7335,4295,NA,FALSE
LOC107965076,31764,8719,NA,FALSE
LOC107965079,2234,1733,NA,FALSE
LOC107965080,2969,1700,NA,FALSE
LOC107965085,1229,80,60.6,FALSE
LOC107965086,12183,9501,NA,FALSE
LOC107965091,4348,223,NA,FALSE
LOC107965094,2444,1559,NA,FALSE
LOC107965098,89059,87143,NA,FALSE
LOC107965102,849,103,44,FALSE
LOC107965104,3061,1952,NA,FALSE
LOC107965105,1545,465,NA,FALSE
LOC107965107,54355,51372,NA,FALSE
LOC107965117,3719,2249,NA,FALSE
LOC107965121,592,68,NA,FALSE
LOC107965122,3573,1224,NA,FALSE
LOC107965125,3265,2300,NA,FALSE
LOC107965127,7693,7253,0,FALSE
LOC107965146,1348,73,NA,FALSE
LOC107965147,10017,4035,22.25,FALSE
LOC107965150,242,93,NA,FALSE
LOC107965158,6625,564,NA,FALSE
LOC107965163,4420,2049,29.83,FALSE
LOC107965165,3198,368,NA,FALSE
LOC107965168,1991,1029,NA,FALSE
LOC107965169,2763,1458,NA,FALSE
LOC107965171,2320,650,NA,FALSE
LOC107965173,646,125,NA,FALSE
LOC107965175,3591,1644,NA,FALSE
LOC107965179,10320,8007,1.14,FALSE
LOC107965181,4325,884,9.94,FALSE
LOC107965182,360,57,NA,FALSE
LOC107965189,667,101,NA,FALSE
LOC107965192,1761,258,11.33,FALSE
LOC107965194,114242,102253,NA,FALSE
LOC107965198,3399,890,NA,FALSE
LOC107965199,4139,1394,21.69,FALSE
LOC107965200,877,417,NA,FALSE
LOC107965203,1935,76,NA,FALSE
LOC107965211,24888,18656,NA,FALSE
LOC107965212,2549,72,NA,FALSE
LOC107965218,2487,891,NA,FALSE
LOC107965219,6343,3598,10.03,FALSE
LOC107965224,802,392,NA,FALSE
LOC107965225,1123,336,10.6,FALSE
LOC107965228,784,69,NA,FALSE
LOC107965230,2315,1828,NA,FALSE
LOC107965231,1198,583,22.57,FALSE
LOC107965233,26998,21764,6.108,FALSE
LOC107965235,932,225,8.67,FALSE
LOC107965236,3305,2698,NA,FALSE
LOC107965237,4750,331,13.59,FALSE
LOC107965241,3454,2372,NA,FALSE
LOC107965243,1132,87,NA,FALSE
LOC107965250,10518,3334,12.2575,FALSE
LOC107965252,635,369,NA,FALSE
LOC107965253,13181,129,NA,TRUE
LOC107965256,2990,395,NA,FALSE
LOC107965260,683,128,NA,FALSE
LOC107965261,928,159,NA,FALSE
LOC107965262,3581,1129,NA,FALSE
LOC107965265,1065,408,0,FALSE
LOC107965266,2693,881,17.97,FALSE
LOC107965270,1520,91,NA,FALSE
LOC107965271,1494,135,14.63,FALSE
LOC107965272,1909,689,NA,FALSE
LOC107965274,4903,4391,NA,FALSE
LOC107965276,6434,4076,NA,FALSE
LOC107965279,2849,1823,10.79,FALSE
LOC107965281,4164,2908,11.89,FALSE
LOC107965285,2069,624,11.58,FALSE
LOC107965288,4500,4083,9.11,FALSE
LOC107965289,1428,313,NA,FALSE
LOC107965290,2014,89,NA,FALSE
LOC107965291,2193,564,NA,FALSE
LOC107965307,2143,60,NA,FALSE
LOC107965308,5755,114,NA,FALSE
LOC107965310,2851,1026,25.16,FALSE
LOC107965313,2615,1419,10.06,FALSE
LOC107965314,14946,8935,NA,FALSE
LOC107965316,1072,525,NA,FALSE
LOC107965317,1798,323,26.37,FALSE
LOC107965318,2034,102,NA,FALSE
LOC107965319,2124,362,NA,FALSE
LOC107965322,1744,841,23.8,FALSE
LOC107965323,2766,1717,22.63,FALSE
LOC107965325,4302,3127,NA,FALSE
LOC107965335,1253,175,NA,FALSE
LOC107965336,1519,128,NA,FALSE
LOC107965338,3848,1667,16.48,FALSE
LOC107965339,4141,2701,16.68,FALSE
LOC107965340,1074,523,NA,FALSE
LOC107965347,653,134,NA,FALSE
LOC107965348,2435,1457,4.81,FALSE
LOC107965349,430,77,NA,FALSE
LOC107965350,1390,753,NA,FALSE
LOC107965353,4969,2649,NA,FALSE
LOC107965355,1111,189,NA,FALSE
LOC107965359,1239,NA,25.82,FALSE
LOC107965360,2534,2049,NA,FALSE
LOC107965363,849,278,NA,FALSE
LOC107965367,2280,1255,22.07,FALSE
LOC107965368,42628,39797,3.8,FALSE
LOC107965369,23973,23216,NA,FALSE
LOC107965375,5783,551,NA,FALSE
LOC107965377,3850,2587,NA,FALSE
LOC107965378,1139,NA,17.23,FALSE
LOC107965381,3474,2874,NA,FALSE
LOC107965384,2504,1833,NA,FALSE
LOC107965385,628,177,NA,FALSE
LOC107965387,7250,3588,NA,FALSE
LOC107965398,4333,3429,30.5,FALSE
LOC107965400,3241,1629,10.61,FALSE
LOC107965401,448,70,NA,FALSE
LOC107965402,5531,737,NA,FALSE
LOC107965406,11362,1397,NA,FALSE
LOC107965409,424,85,NA,FALSE
LOC107965413,860,383,NA,FALSE
LOC107965414,5111,531,NA,FALSE
LOC107965415,4988,NA,30.52,FALSE
LOC107965416,7411,5465,NA,FALSE
LOC107965418,1658,97,NA,FALSE
LOC107965421,8987,207,NA,FALSE
LOC107965425,715,95,NA,FALSE
LOC107965433,1860,161,NA,FALSE
LOC107965434,2337,1729,NA,FALSE
LOC107965436,1159,NA,23.97,FALSE
LOC107965445,97372,93548,NA,FALSE
LOC107965448,877,642,NA,FALSE
LOC107965449,4287,2997,33.51,FALSE
LOC107965452,3636,2518,NA,FALSE
LOC107965455,860,290,NA,FALSE
LOC107965459,1438,528,NA,FALSE
LOC107965470,308,NA,22.55,FALSE
LOC107965473,961,85,18.72,FALSE
LOC107965474,612,110,NA,FALSE
LOC107965480,1050,152,19.46,FALSE
LOC107965483,33486,31119,NA,FALSE
LOC107965484,14106,10722,NA,FALSE
LOC107965485,8961,261,42.23,FALSE
LOC107965486,1181,323,NA,FALSE
